,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
14595,1010,Drome Racers,GC,2003,Racing,Electronic Arts,0.02,0.01,0.0,0.0,0.03
14587,1010,Treasure Gaust: Gaust Diver Crimson Red / Deep Purple,DS,2007,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14610,1010,Medabots Girls Mission: Metabee Ver. / Rokusho Ver.,3DS,2016,Role-Playing,Rocket Company,0.0,0.0,0.03,0.0,0.03
14569,1010,World of Zoo,PC,2009,Simulation,THQ,0.0,0.02,0.0,0.01,0.03
14577,1010,Young Justice: Legacy,3DS,2013,Action,Namco Bandai Games,0.03,0.0,0.0,0.0,0.03
14571,1010,Mahjong Kakutou Club: Zenkoku Taisenban,PS3,2006,Misc,Konami,0.0,0.0,0.03,0.0,0.03
14572,1010,Hayate no Gotoku! Nightmare Paradise,PSP,2009,Adventure,Konami,0.0,0.0,0.03,0.0,0.03
14573,1010,NBA 08,PSP,2007,Sports,Sony Computer Entertainment,0.03,0.0,0.0,0.0,0.03
14574,1010,Secret Files 2: Puritas Cordis,Wii,2009,Adventure,Deep Silver,0.0,0.03,0.0,0.0,0.03
14437,1010,Ebikore Photo Kano Kiss,PSV,2015,Action,Kadokawa Shoten,0.0,0.0,0.03,0.0,0.03
14619,1010,Triple Pack: Xbox Live Arcade Compilation,X360,2011,Misc,Microsoft Game Studios,0.03,0.0,0.0,0.0,0.03
14575,1010,Nanashi no Game Me,DS,2009,Action,Square Enix,0.0,0.0,0.03,0.0,0.03
14436,1010,Gloria Union,PSP,2011,Role-Playing,Atlus,0.0,0.0,0.03,0.0,0.03
14618,1010,Rugby League Live 3,X360,2015,Action,Tru Blu Entertainment,0.0,0.03,0.0,0.0,0.03
14617,1010,Gekiatsu!! Pachi Game Tamashi Vol. 2: CR Evangelion - Shinjitsu no Tsubasa,PS3,2011,Misc,D3Publisher,0.0,0.0,0.03,0.0,0.03
14583,1010,Battle vs. Chess,PC,2011,Misc,TopWare Interactive,0.0,0.02,0.0,0.01,0.03
14579,1010,Bladestorm: Nightmare,PS3,2015,Action,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
14616,1010,New Tokyo Legacy: Operation Babel,PSV,2015,Role-Playing,5pb,0.0,0.0,0.03,0.0,0.03
14615,1010,Nisekoi: Yomeiri!?,PSV,2014,Adventure,Konami,0.0,0.0,0.03,0.0,0.03
14581,1010,Higurashi no Naku Koro ni Iki,PSV,2015,Action,Kaga Create,0.0,0.0,0.03,0.0,0.03
14614,1010,My Hero Academia: Battle for All,3DS,2016,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14582,1010,HappinessCharge PreCure! Kawarun Collection,3DS,2014,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14613,1010,Buffy the Vampire Slayer: Wrath of the Darkhul King,GBA,2003,Action,THQ,0.02,0.01,0.0,0.0,0.03
14612,1010,Higurashi no Naku Koro ni Kizuna: Dai-Yon-Kan - Kizuna,DS,2010,Adventure,Alchemist,0.0,0.0,0.03,0.0,0.03
14611,1010,Race Driver 2006,PSP,2006,Racing,Codemasters,0.03,0.0,0.0,0.0,0.03
14550,1010,Pimp My Ride: Street Racing,DS,2009,Racing,Activision,0.03,0.0,0.0,0.0,0.03
14463,1010,Atelier Shallie Plus: Alchemists of the Dusk Sea,PSV,2016,Role-Playing,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
14549,1010,Phantasy Star Online 2: Episode 3 Deluxe Package,PSV,2015,Action,Sega,0.0,0.0,0.03,0.0,0.03
14502,1010,Daibakushou: Jinsei Gekijou,SNES,1995,Misc,Taito,0.0,0.0,0.03,0.0,0.03
14485,1010,Ducati World Racing Challenge,PS,2001,Racing,Acclaim Entertainment,0.02,0.01,0.0,0.0,0.03
14486,1010,Pop'n Music 14 Fever!,PS2,2007,Misc,Konami,0.0,0.0,0.03,0.0,0.03
14487,1010,Golden Nugget Casino / Texas Hold 'Em Double Pack,GBA,2005,Misc,Majesco Entertainment,0.02,0.01,0.0,0.0,0.03
14488,1010,Judie no Atelier: Guramnat no Renkinjutsu - Toraware no Morito,PSP,2010,Role-Playing,Gust,0.0,0.0,0.03,0.0,0.03
14490,1010,Smashing Drive,GBA,2004,Racing,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03
14453,1010,Dance Dance Revolution: Hottest Party 5,Wii,2011,Misc,Konami,0.0,0.03,0.0,0.0,0.03
14491,1010,Senko no Ronde DUO,X360,2010,Fighting,G.Rev,0.0,0.0,0.03,0.0,0.03
14452,1010,Peak Performance,PS,1997,Racing,JVC,0.02,0.01,0.0,0.0,0.03
14492,1010,Starshot: Space Circus Fever,N64,1998,Platform,Infogrames,0.02,0.01,0.0,0.0,0.03
14451,1010,Hot Pixel,PSP,2007,Puzzle,Atari,0.03,0.0,0.0,0.0,0.03
14493,1010,Charlie Blasts Territory,N64,1999,Action,Kemco,0.02,0.01,0.0,0.0,0.03
14450,1010,Kaidan Restaurant: Zoku! Shin Menu 100-Sen,DS,2011,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14634,1010,Merv Griffin's Crosswords,DS,2008,Puzzle,ValuSoft,0.03,0.0,0.0,0.0,0.03
14494,1010,Big Mountain 2000,N64,1998,Sports,Imagineer,0.02,0.01,0.0,0.0,0.03
14495,1010,Tokimeki Memorial Girl's Side 1st Love Plus,DS,2009,Adventure,Konami,0.0,0.0,0.03,0.0,0.03
14496,1010,CIMA: The Enemy,GBA,2003,Role-Playing,Marvelous Interactive,0.02,0.01,0.0,0.0,0.03
14497,1010,N+,PSP,2007,Platform,Atari,0.03,0.0,0.0,0.0,0.03
14449,1010,Keshisasu-Kun: Battle Kas-tival,DS,2010,Action,Konami,0.0,0.0,0.03,0.0,0.03
14448,1010,Go! Go! Hypergrind,GC,2003,Sports,Atlus,0.02,0.01,0.0,0.0,0.03
14498,1010,Katekyoo Hitman Reborn! Kizuna no Tag Battle,PSP,2010,Fighting,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03
14499,1010,Code Geass: Hangyaku no Lelouch,DS,2007,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14446,1010,BeatMania IIDX 13: DistorteD,PS2,2007,Simulation,Konami,0.0,0.0,0.03,0.0,0.03
14500,1010,GTR Evolution,PC,2008,Racing,Atari,0.0,0.02,0.0,0.01,0.03
14484,1010,Super Collapse! II,GBA,2004,Puzzle,Majesco Entertainment,0.02,0.01,0.0,0.0,0.03
14454,1010,Who Wants to be a Millionaire: 2nd Edition,Wii,2008,Misc,Ubisoft,0.0,0.03,0.0,0.0,0.03
14483,1010,Cabela's Big Game Hunter: Pro Hunts,PS3,2014,Shooter,Activision,0.03,0.0,0.0,0.0,0.03
14473,1010,Combat Elite: WWII Paratroopers,XB,2005,Shooter,SouthPeak Games,0.02,0.01,0.0,0.0,0.03
14462,1010,Zoboomafoo: Leapin' Lemurs!,PS,2001,Action,Encore,0.02,0.01,0.0,0.0,0.03
14465,1010,Sins of a Solar Empire,PC,2008,Strategy,Pinnacle,0.0,0.02,0.0,0.01,0.03
14467,1010,Langrisser: Re:Incarnation Tensei,3DS,2015,Role-Playing,Extreme Entertainment Group,0.02,0.0,0.01,0.0,0.03
14468,1010,Nettou! Powerful Koushien,DS,2010,Sports,Konami,0.0,0.0,0.03,0.0,0.03
14461,1010,Renai Revenge,PSV,2015,Adventure,TGL,0.0,0.0,0.03,0.0,0.03
14469,1010,Lords of the Fallen,PC,2014,Role-Playing,Square Enix,0.0,0.03,0.0,0.0,0.03
14470,1010,Great Edo Blacksmith,PSV,2014,Adventure,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03
14460,1010,Blokus Portable: Steambot Championship,PSP,2006,Puzzle,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03
14471,1010,Armored Core SL: Silent Line Portable,PSP,2009,Simulation,From Software,0.0,0.0,0.03,0.0,0.03
14472,1010,Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,WiiU,2014,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14474,1010,To LoveRu Trouble: Doki Doki! Rinkaigakkou-Hen,PSP,2008,Adventure,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03
14482,1010,Teenage Mutant Ninja Turtles: Mutants in Manhattan,X360,2016,Action,Activision,0.01,0.02,0.0,0.0,0.03
14459,1010,Freaky Flyers,XB,2003,Racing,Midway Games,0.02,0.01,0.0,0.0,0.03
14475,1010,Lethal Enforcers I & II,PS,1996,Shooter,Konami,0.02,0.01,0.0,0.0,0.03
14458,1010,Pet Alien: An Intergalactic Puzzlepalooza,DS,2007,Action,Game Factory,0.03,0.0,0.0,0.0,0.03
14456,1010,DokiDoki Majo Shinpan! 2,DS,2008,Adventure,SNK Playmore,0.0,0.0,0.03,0.0,0.03
14476,1010,Klonoa 2: Dream Champ Tournament,GBA,2002,Platform,Namco Bandai Games,0.02,0.01,0.0,0.0,0.03
14477,1010,Shantae and the Pirate's Curse,3DS,2015,Platform,Intergrow,0.0,0.0,0.03,0.0,0.03
14455,1010,Kyokugen Dasshutsu ADV: Zennin Shiboudesu,3DS,2012,Adventure,ChunSoft,0.0,0.0,0.03,0.0,0.03
14478,1010,Minna no Golf Jou Vol.1,PSP,2007,Sports,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03
14479,1010,The Peanuts Movie: Snoopy's Grand Adventure,3DS,2015,Action,Activision,0.0,0.03,0.0,0.0,0.03
14480,1010,Resident Evil 4,PC,2007,Action,Ubisoft,0.0,0.02,0.0,0.01,0.03
14501,1010,Hudson x GReeeeN Live!? DeeeeS!?,DS,2010,Misc,Hudson Soft,0.0,0.0,0.03,0.0,0.03
14503,1010,Marble Madness / Klax,GBA,2005,Puzzle,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03
14548,1010,MapleStory DS,DS,2010,Role-Playing,Nexon,0.0,0.0,0.03,0.0,0.03
14504,1010,Downstream Panic!,PSP,2008,Action,Atari,0.03,0.0,0.0,0.0,0.03
14527,1010,Muv-Luv Alternative: Total Eclipse,PS3,2013,Simulation,5pb,0.0,0.0,0.03,0.0,0.03
14528,1010,R-Type III: The Third Lightning,GBA,2004,Shooter,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03
14529,1010,Star Wars: The Force Unleashed II,PC,2010,Action,LucasArts,0.03,0.0,0.0,0.0,0.03
14530,1010,Need for Speed (2015),PC,2016,Racing,Electronic Arts,0.0,0.03,0.0,0.0,0.03
14531,1010,Hakuouki,PS2,2008,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03
14440,1010,Eyeshield 21: DevilBats DevilDays,GBA,2006,Role-Playing,Nintendo,0.0,0.0,0.03,0.0,0.03
14532,1010,"Princess Natasha: Student, Secret Agent, Princess",DS,2006,Action,Zoo Digital Publishing,0.03,0.0,0.0,0.0,0.03
14439,1010,Transformers: Devastation,PC,2015,Action,Activision,0.0,0.03,0.0,0.0,0.03
14533,1010,Atomic Betty,GBA,2005,Puzzle,Atari,0.02,0.01,0.0,0.0,0.03
14534,1010,Monster Hunter Frontier Online: Season 10,X360,2011,Role-Playing,Capcom,0.0,0.0,0.03,0.0,0.03
14535,1010,Robin Hood: Defender of the Crown,XB,2003,Strategy,Capcom,0.02,0.01,0.0,0.0,0.03
14536,1010,Street Jam Basketball,GBA,2004,Sports,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03
14537,1010,Master of Monsters: Disciples of Gaia,PS,1997,Strategy,Agetec,0.02,0.01,0.0,0.0,0.03
14538,1010,Armored Core: Last Raven Portable,PSP,2010,Simulation,From Software,0.0,0.0,0.03,0.0,0.03
14539,1010,SD Gundam: Gashapon Wars,Wii,2010,Strategy,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14540,1010,Commander: Conquest of the Americas,PC,2010,Strategy,Paradox Development,0.0,0.02,0.0,0.01,0.03
14541,1010,Curious George,XB,2006,Action,Namco Bandai Games,0.02,0.01,0.0,0.0,0.03
14438,1010,Bad Apple Wars,PSV,2015,Action,Idea Factory,0.0,0.0,0.03,0.0,0.03
14542,1010,Disney's Aladdin,GBA,2003,Platform,Capcom,0.02,0.01,0.0,0.0,0.03
14543,1010,Royal Palace of White Sword and The City of Gentiles,PC,2009,Role-Playing,Take-Two Interactive,0.0,0.02,0.0,0.01,0.03
14544,1010,Virtual Pool: Tournament Edition,XB,2005,Sports,Global Star,0.02,0.01,0.0,0.0,0.03
14545,1010,Kung Fu Panda: Showdown of Legendary Legends,X360,2015,Action,Little Orbit,0.0,0.03,0.0,0.0,0.03
14546,1010,Nippon no Asoko de,PSP,2008,Misc,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03
14526,1010,Braid,PC,2009,Platform,Number None,0.0,0.02,0.0,0.01,0.03
14525,1010,Story Hour: Adventures,Wii,2008,Adventure,Zoo Digital Publishing,0.03,0.0,0.0,0.0,0.03
14524,1010,Emily Archer and the Curse of Tutankhamun,DS,2011,Adventure,Mastertronic,0.0,0.03,0.0,0.0,0.03
14513,1010,D.C.I.F.: Da Capo Innocent Finale,PS2,2009,Adventure,Sweets,0.0,0.0,0.03,0.0,0.03
14445,1010,Hiiro no Kakera 3: Aoikuro no Kusabi,PS2,2008,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03
14505,1010,DJ Max Portable 3,PSP,2010,Misc,CyberFront,0.01,0.0,0.02,0.0,0.03
14506,1010,Suzumiya Haruhi no Chokuretsu,DS,2009,Adventure,Sega,0.0,0.0,0.03,0.0,0.03
14444,1010,Kokoro no Kokoron,DS,2011,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14508,1010,The Idolmaster: Gravure For You! Vol. 5,PS3,2012,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14509,1010,S.Y.K Renshouden,PS2,2010,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03
14510,1010,Casino Chaos With Las Vegas Players Collection,PC,2011,Misc,THQ,0.03,0.0,0.0,0.0,0.03
14443,1010,Dancing Blade II: Tears of Eden,PS,1999,Adventure,Konami,0.0,0.0,0.03,0.0,0.03
14511,1010,Hiiro no Kakera: Shin Tamayori Hime Denshou - Piece of Future,PSP,2011,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03
14512,1010,Konpeki no Kantai,SNES,1995,Strategy,Angel Studios,0.0,0.0,0.03,0.0,0.03
14442,1010,Shin Sangoku Musou Online: Kamishou Ranbu,PS3,2010,Action,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
14464,1010,Dennou Senki Virtual-On Force,X360,2010,Fighting,Sega,0.0,0.0,0.03,0.0,0.03
14514,1010,Galaxy Angel II: Mugen Kairou no Kagi,PS2,2007,Strategy,Broccoli,0.0,0.0,0.03,0.0,0.03
14515,1010,Nectaris: Military Madness,PS,1998,Strategy,Hudson Soft,0.02,0.01,0.0,0.0,0.03
14516,1010,Doom 3 BFG Edition,PC,2012,Shooter,Bethesda Softworks,0.0,0.02,0.0,0.01,0.03
14517,1010,Tenka-bito,PS2,2006,Strategy,Sega,0.0,0.0,0.03,0.0,0.03
14518,1010,BRAHMA Force: The Assault on Beltlogger 9,PS,1996,Shooter,JVC,0.02,0.01,0.0,0.0,0.03
14520,1010,Star Trek: Tactical Assault,PSP,2006,Strategy,Ubisoft,0.02,0.01,0.0,0.0,0.03
14441,1010,Jyuzaengi: Engetsu Sangokuden,PSP,2012,Action,Idea Factory,0.0,0.0,0.03,0.0,0.03
14521,1010,Katekyoo Hitman Reborn! DS: Ore ga Boss! Saikyou Family Taisen,DS,2009,Action,Takara Tomy,0.0,0.0,0.03,0.0,0.03
14522,1010,Samurai Spirits: Tenkaichi Kenkakuden,PS2,2005,Fighting,Sega,0.0,0.0,0.03,0.0,0.03
14523,1010,Robo Pit,PS,1995,Fighting,Kokopeli Digital Studios,0.02,0.01,0.0,0.0,0.03
14633,1010,Hajime no Ippo: The Fighting,GBA,2002,Fighting,ESP,0.0,0.0,0.03,0.0,0.03
14775,1010,Strike Witches: Aoi no Dengekisen - Shin Taichou Funtousuru!,DS,2009,Action,Russel,0.0,0.0,0.03,0.0,0.03
14635,1010,Stellaris,PC,2016,Strategy,Paradox Development,0.0,0.03,0.0,0.0,0.03
14431,1010,MotorHead,PS,1998,Racing,Gremlin Interactive Ltd,0.02,0.01,0.0,0.0,0.03
14814,1010,Madden NFL 07,GBA,2006,Sports,Electronic Arts,0.02,0.01,0.0,0.0,0.03
14819,1010,Franklin the Turtle,GBA,2005,Misc,Game Factory,0.02,0.01,0.0,0.0,0.03
14820,1010,Steins;Gate 0,PS3,2015,Adventure,5pb,0.0,0.0,0.03,0.0,0.03
14824,1010,Gauntlet / Rampart,GBA,2005,Misc,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03
14825,1010,Age of Empires III: Gold Edition,PC,2007,Strategy,Microsoft Game Studios,0.0,0.02,0.0,0.01,0.03
14828,1010,Dream Girl Premier,3DS,2015,Misc,Alchemist,0.0,0.0,0.03,0.0,0.03
14830,1010,Senran Kagura: Bon Appetit!,PSV,2014,Misc,Marvelous Entertainment,0.0,0.0,0.03,0.0,0.03
14832,1010,Justice League Heroes: The Flash,GBA,2006,Action,Eidos Interactive,0.02,0.01,0.0,0.0,0.03
14837,1010,Bae Yong-joon to Manabu Kankokugo DS,DS,2009,Misc,D3Publisher,0.0,0.0,0.03,0.0,0.03
14838,1010,World War II Combat: Road To Berlin,XB,2006,Shooter,Groove Games,0.02,0.01,0.0,0.0,0.03
14842,1010,Last Escort 2: Shinya no Amai Toge,PS2,2008,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03
14768,1010,Buffy the Vampire Slayer: Chaos Bleeds,GC,2003,Action,Activision Blizzard,0.02,0.01,0.0,0.0,0.03
14843,1010,Pop'n Music 13 Carnival,PS2,2006,Simulation,Konami,0.0,0.0,0.03,0.0,0.03
14845,1010,Bookworm,GBA,2004,Puzzle,PopCap Games,0.02,0.01,0.0,0.0,0.03
14846,1010,Tokushu Houdoubu,PSV,2012,Adventure,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03
14850,1010,Shakugan no Shana,PS2,2006,Adventure,Media Works,0.0,0.0,0.03,0.0,0.03
14853,1010,Hokuto no Ken: Hokuto Shinken Denshousha no Michi,DS,2008,Action,Spike,0.0,0.0,0.03,0.0,0.03
14855,1010,The King of Fighters: Maximum Impact - Maniax,XB,2005,Fighting,SNK Playmore,0.02,0.01,0.0,0.0,0.03
14856,1010,Wand of Fortune 2: Jikuu ni Shizumu Mokushiroku,PSP,2011,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03
14857,1010,Little Busters! Converted Edition,PSV,2012,Action,Prototype,0.0,0.0,0.03,0.0,0.03
14858,1010,Hankou Shashin,SAT,1996,Adventure,Imagineer,0.0,0.0,0.03,0.0,0.03
14861,1010,Capcom Digital Collection,X360,2012,Action,Capcom,0.02,0.01,0.0,0.0,0.03
14813,1010,Kisuato,PSV,2015,Adventure,TGL,0.0,0.0,0.03,0.0,0.03
14811,1010,Sengoku Basara: Sanada Yukimura-Den,PS4,2016,Action,Capcom,0.0,0.0,0.03,0.0,0.03
14810,1010,Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku,PSV,2015,Simulation,FuRyu,0.0,0.0,0.03,0.0,0.03
14807,1010,Captain Tsubasa J: The Way to World Youth,SNES,1995,Sports,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14770,1010,Brothers Conflict: Passion Pink,PSP,2012,Action,Idea Factory,0.0,0.0,0.03,0.0,0.03
14771,1010,Kuryuu Youma Gakuenki Recharge,PS2,2006,Adventure,Atlus,0.0,0.0,0.03,0.0,0.03
14773,1010,Jet Grind Radio,GBA,2003,Action,Sega,0.02,0.01,0.0,0.0,0.03
14777,1010,Baldur's Gate: Dark Alliance,GBA,2004,Role-Playing,"Destination Software, Inc",0.02,0.01,0.0,0.0,0.03
14781,1010,Divinity II: Flames of Vengeance,PC,2010,Role-Playing,DTP Entertainment,0.0,0.02,0.0,0.01,0.03
14784,1010,Kabu Trader Shun,DS,2007,Action,Capcom,0.0,0.0,0.03,0.0,0.03
14785,1010,Air Conflicts: Secret Wars,PC,2011,Simulation,bitComposer Games,0.0,0.02,0.0,0.01,0.03
14788,1010,Lost Planet 2,PC,2010,Shooter,Capcom,0.0,0.02,0.0,0.01,0.03
14789,1010,NHL 07,XB,2006,Sports,Electronic Arts,0.02,0.01,0.0,0.0,0.03
14790,1010,DrumMania 7th Mix,PS2,2001,Simulation,Konami,0.0,0.0,0.03,0.0,0.03
14791,1010,Runabout 3: Neo Age,PS2,2002,Racing,BAM! Entertainment,0.0,0.0,0.03,0.0,0.03
14792,1010,AMNESIA World,PSV,2014,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03
14793,1010,Captain Morgane and the Golden Turtle,PS3,2012,Adventure,Reef Entertainment,0.0,0.02,0.0,0.01,0.03
14797,1010,Clannad: Mitsumi Mamoru Sakamichi de - Gekan,PSP,2010,Adventure,Prototype,0.0,0.0,0.03,0.0,0.03
14798,1010,Archer Maclean Presents: Pool Paradise,GC,2004,Sports,Ignition Entertainment,0.02,0.01,0.0,0.0,0.03
14799,1010,Sengoku Efuda Yuugi: Hototogisu Tairan,PSP,2010,Strategy,Irem Software Engineering,0.0,0.0,0.03,0.0,0.03
15233,1010,Dance! It's Your Stage,PS3,2011,Misc,DTP Entertainment,0.0,0.02,0.0,0.01,0.03
14801,1010,Ookiku Furikabutte: Honto no Ace ni Nareru kamo,DS,2007,Sports,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03
14802,1010,Medal of Honor: Vanguard,PS2,2007,Shooter,Electronic Arts,0.0,0.0,0.03,0.0,0.03
14803,1010,Touch Shot! Love Application,PS3,2012,Adventure,Compile Heart,0.0,0.0,0.03,0.0,0.03
14805,1010,Galileo,DS,2008,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03
14862,1010,Pro Yakyuu Family Stadium,Wii,2008,Sports,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14864,1010,Monster Hunter Frontier Online: Forward 2,X360,2011,Role-Playing,Capcom,0.0,0.0,0.03,0.0,0.03
14865,1010,Moyashimon DS,DS,2009,Action,Takara Tomy,0.0,0.0,0.03,0.0,0.03
14939,1010,Serious Sam Advance,GBA,2004,Shooter,Global Star,0.02,0.01,0.0,0.0,0.03
14954,1010,Steel Battalion: Line of Contact,XB,2004,Simulation,Capcom,0.02,0.01,0.0,0.0,0.03
14957,1010,NBA Starting Five,XB,2002,Sports,Konami,0.02,0.01,0.0,0.0,0.03
14963,1010,Carmen Sandiego: The Secret of the Stolen Drums,XB,2004,Action,BAM! Entertainment,0.02,0.01,0.0,0.0,0.03
14964,1010,Disney's Magical Quest 3 Starring Mickey and Donald,GBA,2003,Action,Capcom,0.02,0.01,0.0,0.0,0.03
14965,1010,Chili Con Carnage,PSP,2007,Shooter,Eidos Interactive,0.0,0.02,0.0,0.01,0.03
14975,1010,"Ed, Edd n Eddy: The Mis-Edventures",XB,2005,Platform,Midway Games,0.02,0.01,0.0,0.0,0.03
14987,1010,Ty the Tasmanian Tiger 3: Night of the Quinkan,XB,2005,Action,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03
14989,1010,Total Overdose: A Gunslinger's Tale in Mexico,XB,2005,Shooter,Eidos Interactive,0.02,0.01,0.0,0.0,0.03
14991,1010,Colin McRae Rally 2.0,GBA,2002,Racing,Codemasters,0.02,0.01,0.0,0.0,0.03
15009,1010,AirForce Delta Storm,GBA,2002,Shooter,Konami,0.02,0.01,0.0,0.0,0.03
15017,1010,Fishdom 2 Deluxe,PC,2010,Puzzle,Rondomedia,0.0,0.02,0.0,0.01,0.03
15039,1010,Thunderbirds,GBA,2004,Shooter,Activision Blizzard,0.02,0.01,0.0,0.0,0.03
15048,1010,Total Immersion Racing,XB,2002,Racing,Empire Interactive,0.02,0.01,0.0,0.0,0.03
15202,1010,Tale of a Hero,PC,2010,Adventure,Daedalic,0.0,0.02,0.0,0.01,0.03
15147,1010,Fritz Chess,Wii,2009,Strategy,Deep Silver,0.02,0.01,0.0,0.0,0.03
15060,1010,DemiKids: Dark Version,GBA,2002,Role-Playing,Atlus,0.02,0.01,0.0,0.0,0.03
15063,1010,Blender Bros.,GBA,2002,Platform,Infogrames,0.02,0.01,0.0,0.0,0.03
15141,1010,Invizimals: The Lost Kingdom,PS3,2013,Action,Sony Computer Entertainment,0.0,0.02,0.0,0.01,0.03
15116,1010,Summon Night: Swordcraft Story,GBA,2003,Role-Playing,Banpresto,0.02,0.01,0.0,0.0,0.03
15083,1010,G1 Jockey Wii,Wii,2007,Sports,Tecmo Koei,0.0,0.01,0.02,0.0,0.03
15066,1010,DemiKids: Light Version,GBA,2002,Role-Playing,Atlus,0.02,0.01,0.0,0.0,0.03
14953,1010,Cold War,XB,2005,Shooter,DreamCatcher Interactive,0.02,0.01,0.0,0.0,0.03
14938,1010,Stake: Fortune Fighters,XB,2003,Fighting,Metro 3D,0.02,0.01,0.0,0.0,0.03
14866,1010,A Ressha de Gyoukou 2001,PS2,2001,Simulation,ArtDink,0.0,0.0,0.03,0.0,0.03
14923,1010,Room Zoom: Race for Impact,XB,2004,Racing,Jaleco,0.02,0.01,0.0,0.0,0.03
14867,1010,Diabolik Lovers: Lunatic Parade,PSV,2016,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03
14871,1010,Starry * Sky: In Autumn,PSP,2010,Misc,Asgard,0.0,0.0,0.03,0.0,0.03
14873,1010,Back to the Future: The Game,X360,2015,Adventure,Telltale Games,0.02,0.01,0.0,0.0,0.03
14877,1010,D.C. III: Da Capo III,PSP,2013,Adventure,Kadokawa Shoten,0.0,0.0,0.03,0.0,0.03
14880,1010,Drome Racers,GBA,2003,Racing,THQ,0.02,0.01,0.0,0.0,0.03
14881,1010,Wand of Fortune 2 FD: Kimi ni Sasageru Epilogue,PSP,2012,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03
14882,1010,God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,PS4,2015,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14888,1010,Tenkaichi * Sengoku Lovers,DS,2010,Adventure,Rocket Company,0.0,0.0,0.03,0.0,0.03
14889,1010,Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi,PS3,2013,Misc,Paon Corporation,0.0,0.0,0.03,0.0,0.03
14890,1010,Jissen Pachi-Slot Hisshouhou! Hokuto no Ken 2,PS2,2007,Misc,Sega,0.0,0.0,0.03,0.0,0.03
14894,1010,Angelique: Maren no Rokukishi,PSP,2011,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03
14895,1010,Soul Eater: Battle Resonance,PSP,2009,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14897,1010,Hisshou Pachinko*Pachi-slot Kouryaku Series DS Vol. 3: Shinseiki Evangelion - Yakusoku no Toki,DS,2008,Misc,D3Publisher,0.0,0.0,0.03,0.0,0.03
14898,1010,The Great Battle Gaiden 2: Matsuri da Wasshoi,SNES,1994,Action,Banpresto,0.0,0.0,0.03,0.0,0.03
14900,1010,Shinseiki Evangelion Ayanami Ikusei Keikaku DS with Asuka Hokan Keikaku,DS,2008,Simulation,Broccoli,0.0,0.0,0.03,0.0,0.03
14903,1010,Evangelion: Jo,PS2,2009,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14905,1010,Gakuen Alice: WakuWaku * Happy Friends,DS,2007,Adventure,Kids Station,0.0,0.0,0.03,0.0,0.03
